Temperature,Pressure,VibrationX,VibrationY,VibrationZ,Frequency,Target,flag_high_values,Temperature_RollMean_10,Temperature_RollStd_10,Temperature_RollMean_30,Temperature_RollStd_30,Pressure_RollMean_3,Pressure_RollStd_3,Pressure_RollMean_7,Pressure_RollStd_7,Frequency_RollMean_5,Frequency_RollStd_5,Pressure_Slope_3,Pressure_Slope_5,Temperature_Slope_10,Temperature_Lag1,Temperature_Lag2,Temperature_Lag3,Pressure_Lag1,Pressure_Lag2,Pressure_Lag3,Pressure_Lag4,Pressure_Lag5,VibrationX_Lag1,VibrationX_Lag2,VibrationX_Lag3,VibrationX_Lag4,VibrationX_Lag5,VibrationX_Lag6,VibrationX_Lag7,VibrationX_Lag8,VibrationY_Lag1,VibrationY_Lag2,VibrationY_Lag3,VibrationY_Lag4,VibrationY_Lag5,VibrationY_Lag6,VibrationY_Lag7,VibrationY_Lag8,VibrationZ_Lag1,VibrationZ_Lag2,VibrationZ_Lag3,VibrationZ_Lag4,VibrationZ_Lag5,VibrationZ_Lag6,VibrationZ_Lag7,VibrationZ_Lag8,Frequency_Lag1,Frequency_Lag2,Frequency_Lag3,Frequency_Lag4,Frequency_Lag5,Frequency_Lag6,Frequency_Lag7,Frequency_Lag8,Target_Lag1,Target_Lag2,Target_Lag3,Target_Lag4,Target_Lag5,Target_Lag6,Target_Lag7,Target_Lag8,Target_Lag9,Target_Lag10,Preset_1_2,Preset_1_3,Preset_2_2,Preset_2_3,Preset_2_4,Preset_2_5,Preset_2_6,Preset_2_7,Preset_2_8
59.5014,64.4693,79.0678,65.8915,79.4462,60.2082,1,0,63.87179999999999,16.758012078339654,,,94.29873333333332,41.81041605321973,83.24895714285715,30.292906152918444,83.51116,24.990927516260772,-11.601133333333332,-0.6843000000000004,,42.6192,77.4862,78.5635,48.3433,104.463,130.0899,83.1467,64.4264,65.7892,77.3904,110.4799,77.8006,56.4792,42.5143,122.3623,82.6421,49.5248,159.4235,130.997,109.679,78.6237,61.0379,121.3634,98.2544,64.9151,115.2119,85.2186,86.2307,65.9115,50.7165,118.6525,98.7852,41.6207,98.9003,98.4674,99.6812,78.8862,64.2452,80.3156,80.9935,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,True,False,False,False
80.6625,84.2735,99.6288,83.7019,103.141,77.8884,1,0,65.39842000000002,15.411674397878453,,,72.42519999999999,28.89338056770099,78.10048571428571,29.931014916606077,79.77556,27.157181303717802,-21.87353333333333,0.00858000000000061,1.5266199999999999,59.5014,42.6192,77.4862,64.4693,48.3433,104.463,130.0899,83.1467,79.0678,65.7892,77.3904,110.4799,77.8006,56.4792,42.5143,122.3623,65.8915,49.5248,159.4235,130.997,109.679,78.6237,61.0379,121.3634,79.4462,64.9151,115.2119,85.2186,86.2307,65.9115,50.7165,118.6525,60.2082,41.6207,98.9003,98.4674,99.6812,78.8862,64.2452,80.3156,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,True,False,False,False
79.8065,103.1297,120.7531,134.5009,115.8732,76.5629,1,0,67.38395,16.02139858323167,,,65.69536666666666,17.996450972715007,82.7445857142857,27.59455874288919,75.417,24.811245576048776,-6.729833333333332,0.2253600000000006,1.9855299999999994,80.6625,59.5014,42.6192,84.2735,64.4693,48.3433,104.463,130.0899,99.6288,79.0678,65.7892,77.3904,110.4799,77.8006,56.4792,42.5143,83.7019,65.8915,49.5248,159.4235,130.997,109.679,78.6237,61.0379,103.141,79.4462,64.9151,115.2119,85.2186,86.2307,65.9115,50.7165,77.8884,60.2082,41.6207,98.9003,98.4674,99.6812,78.8862,64.2452,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False
46.0122,30.7552,35.0211,17.8876,21.5113,44.8897,0,0,67.46185,16.086066161139442,,,83.9575,19.332137078967786,88.27362857142857,27.186892630623458,71.0361,21.4267493494697,18.262133333333335,-5.39204,0.07789999999999964,79.8065,80.6625,59.5014,103.1297,84.2735,64.4693,48.3433,104.463,120.7531,99.6288,79.0678,65.7892,77.3904,110.4799,77.8006,56.4792,134.5009,83.7019,65.8915,49.5248,159.4235,130.997,109.679,78.6237,115.8732,103.141,79.4462,64.9151,115.2119,85.2186,86.2307,65.9115,76.5629,77.8884,60.2082,41.6207,98.9003,98.4674,99.6812,78.8862,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,False,True
48.691,19.913,54.4553,25.1332,24.2793,31.1211,0,0,64.09145,16.750376945891233,,,72.71946666666666,37.54515717457226,80.78912857142856,34.939764434557674,60.233979999999995,17.030956810966334,-11.238033333333334,-14.741559999999998,-3.3704,46.0122,79.8065,80.6625,30.7552,103.1297,84.2735,64.4693,48.3433,35.0211,120.7531,99.6288,79.0678,65.7892,77.3904,110.4799,77.8006,17.8876,134.5009,83.7019,65.8915,49.5248,159.4235,130.997,109.679,21.5113,115.8732,103.141,79.4462,64.9151,115.2119,85.2186,86.2307,44.8897,76.5629,77.8884,60.2082,41.6207,98.9003,98.4674,99.6812,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,False,False,False,False,False,False,True,False,False
59.2012,43.3853,49.0665,89.1999,79.267,70.2662,0,0,64.96164,15.541537278403318,,,51.26596666666666,45.24128039372157,65.04957142857143,33.82780952972049,58.13406,20.243957302686663,-21.453500000000002,-5.6860599999999994,0.8701900000000002,48.691,46.0122,79.8065,19.913,30.7552,103.1297,84.2735,64.4693,54.4553,35.0211,120.7531,99.6288,79.0678,65.7892,77.3904,110.4799,25.1332,17.8876,134.5009,83.7019,65.8915,49.5248,159.4235,130.997,24.2793,21.5113,115.8732,103.141,79.4462,64.9151,115.2119,85.2186,31.1211,44.8897,76.5629,77.8884,60.2082,41.6207,98.9003,98.4674,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,False,True,False,False,False,True,False,False,False
39.1871,34.0833,30.1733,19.6333,20.6509,48.2437,0,0,65.04814999999999,15.502918999999824,,,31.351166666666657,11.74749330807792,56.32418571428572,29.577356201460884,60.14566,20.987647084249357,-19.9148,-4.216800000000001,0.08650999999999982,59.2012,48.691,46.0122,43.3853,19.913,30.7552,103.1297,84.2735,49.0665,54.4553,35.0211,120.7531,99.6288,79.0678,65.7892,77.3904,89.1999,25.1332,17.8876,134.5009,83.7019,65.8915,49.5248,159.4235,79.267,24.2793,21.5113,115.8732,103.141,79.4462,64.9151,115.2119,70.2662,31.1211,44.8897,76.5629,77.8884,60.2082,41.6207,98.9003,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,False,False,False,True,False,False,False,False,False
44.0787,25.8342,51.3481,25.6567,24.4589,33.2009,0,0,61.17307999999999,16.71843172009731,,,32.46053333333332,11.819993467144366,54.287042857142865,30.68884923072535,54.216719999999995,18.79504922877301,1.1093666666666675,-10.038039999999999,-3.8750699999999996,39.1871,59.2012,48.691,34.0833,43.3853,19.913,30.7552,103.1297,30.1733,49.0665,54.4553,35.0211,120.7531,99.6288,79.0678,65.7892,19.6333,89.1999,25.1332,17.8876,134.5009,83.7019,65.8915,49.5248,20.6509,79.267,24.2793,21.5113,115.8732,103.141,79.4462,64.9151,48.2437,70.2662,31.1211,44.8897,76.5629,77.8884,60.2082,41.6207,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,True,False,False,False,True,False,False,False,False
65.3521,90.9012,39.3967,44.0503,78.29,75.439,0,0,57.724599999999995,16.283681706679392,,,34.43426666666666,8.780812092473878,48.767742857142856,31.99864580816182,45.54431999999999,15.646691526709454,1.973733333333333,-15.459100000000001,-3.448480000000001,44.0787,39.1871,59.2012,25.8342,34.0833,43.3853,19.913,30.7552,51.3481,30.1733,49.0665,54.4553,35.0211,120.7531,99.6288,79.0678,25.6567,19.6333,89.1999,25.1332,17.8876,134.5009,83.7019,65.8915,24.4589,20.6509,79.267,24.2793,21.5113,115.8732,103.141,79.4462,33.2009,48.2437,70.2662,31.1211,44.8897,76.5629,77.8884,60.2082,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,False,True,False,False,False,False,False,False,False
65.387,150.5028,40.5536,14.3419,79.7722,145.7225,0,0,56.51119,15.053087142690869,,,50.27289999999999,35.42606361663686,49.71455714285714,33.296081403114975,51.65418,20.52977862635155,15.838633333333334,12.0292,-1.2134100000000003,65.3521,44.0787,39.1871,90.9012,25.8342,34.0833,43.3853,19.913,39.3967,51.3481,30.1733,49.0665,54.4553,35.0211,120.7531,99.6288,44.0503,25.6567,19.6333,89.1999,25.1332,17.8876,134.5009,83.7019,78.29,24.4589,20.6509,79.267,24.2793,21.5113,115.8732,103.141,75.439,33.2009,48.2437,70.2662,31.1211,44.8897,76.5629,77.8884,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,True,False,False,False,False,False,True,False,False
39.7747,44.4507,38.959,33.9394,35.1157,56.6668,0,0,58.78797000000001,14.427266769870187,,,89.0794,62.354263470271235,56.482142857142854,47.67295725006151,74.57446,43.262086515597005,38.8065,26.11796,2.27678,65.387,65.3521,44.0787,150.5028,90.9012,25.8342,34.0833,43.3853,40.5536,39.3967,51.3481,30.1733,49.0665,54.4553,35.0211,120.7531,14.3419,44.0503,25.6567,19.6333,89.1999,25.1332,17.8876,134.5009,79.7722,78.29,24.4589,20.6509,79.267,24.2793,21.5113,115.8732,145.7225,75.439,33.2009,48.2437,70.2662,31.1211,44.8897,76.5629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,True,False,True,False,False,False,False,False,False
62.8016,59.8486,55.7957,48.6067,48.259,70.8289,0,0,56.8153,15.618348975483954,,,95.2849,53.16177760261598,58.43864285714286,46.712507069836505,71.85458,44.02149181112562,6.2055,0.21307999999999935,-1.9726699999999995,39.7747,65.387,65.3521,44.4507,150.5028,90.9012,25.8342,34.0833,38.959,40.5536,39.3967,51.3481,30.1733,49.0665,54.4553,35.0211,33.9394,14.3419,44.0503,25.6567,19.6333,89.1999,25.1332,17.8876,35.1157,79.7722,78.29,24.4589,20.6509,79.267,24.2793,21.5113,56.6668,145.7225,75.439,33.2009,48.2437,70.2662,31.1211,44.8897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,True,False,False,False,True,False,False,False,False
81.837,80.0854,76.2031,70.7752,67.8294,101.4457,0,0,55.02921,13.460399067259846,,,84.93403333333332,57.30376255311108,64.14372857142857,43.55509289209528,76.37162,42.11035228535852,-10.350866666666668,5.153059999999999,-1.7860899999999993,62.8016,39.7747,65.387,59.8486,44.4507,150.5028,90.9012,25.8342,55.7957,38.959,40.5536,39.3967,51.3481,30.1733,49.0665,54.4553,48.6067,33.9394,14.3419,44.0503,25.6567,19.6333,89.1999,25.1332,48.259,35.1157,79.7722,78.29,24.4589,20.6509,79.267,24.2793,70.8289,56.6668,145.7225,75.439,33.2009,48.2437,70.2662,31.1211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,True,False,False,False,False,False,False,True
83.2139,80.3802,79.9972,134.2214,81.725,121.4533,0,0,55.23226,13.884332894645468,,,61.46156666666666,17.872023028278992,69.38660000000002,42.842905531915875,90.02058,35.095067158747526,-23.472466666666666,10.850240000000003,0.20305000000000034,81.837,62.8016,39.7747,80.0854,59.8486,44.4507,150.5028,90.9012,76.2031,55.7957,38.959,40.5536,39.3967,51.3481,30.1733,49.0665,70.7752,48.6067,33.9394,14.3419,44.0503,25.6567,19.6333,89.1999,67.8294,48.259,35.1157,79.7722,78.29,24.4589,20.6509,79.267,101.4457,70.8289,56.6668,145.7225,75.439,33.2009,48.2437,70.2662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False,False,False,False,False
29.9062,57.048,34.6338,24.5217,33.8919,72.9411,0,0,58.95243000000001,15.967113152285526,,,73.43806666666666,11.769746385259735,76.00044285714286,39.96127949902912,99.22344000000001,36.32693630734636,11.976500000000001,-2.1042,3.7201699999999995,83.2139,81.837,62.8016,80.3802,80.0854,59.8486,44.4507,150.5028,79.9972,76.2031,55.7957,38.959,40.5536,39.3967,51.3481,30.1733,134.2214,70.7752,48.6067,33.9394,14.3419,44.0503,25.6567,19.6333,81.725,67.8294,48.259,35.1157,79.7722,78.29,24.4589,20.6509,121.4533,101.4457,70.8289,56.6668,145.7225,75.439,33.2009,48.2437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,True,False
54.6881,79.6376,61.4727,50.0923,69.8378,97.8478,0,0,57.07394999999999,18.250229777016223,,,72.50453333333333,13.38656205951829,80.45955714285715,34.844369276247846,84.66716,26.20952872388207,-0.9335333333333319,-18.69096,-1.8784800000000004,29.9062,83.2139,81.837,57.048,80.3802,80.0854,59.8486,44.4507,34.6338,79.9972,76.2031,55.7957,38.959,40.5536,39.3967,51.3481,24.5217,134.2214,70.7752,48.6067,33.9394,14.3419,44.0503,25.6567,33.8919,81.725,67.8294,48.259,35.1157,79.7722,78.29,24.4589,72.9411,121.4533,101.4457,70.8289,56.6668,145.7225,75.439,33.2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,True
39.5307,59.2943,29.1312,32.3191,29.642,69.8453,0,0,56.622640000000004,18.24758207033958,,,72.35526666666665,13.261680636078317,78.85047142857142,34.54056559972706,92.90335999999999,21.203135040554713,-0.14926666666666696,7.0373800000000015,-0.45131000000000016,54.6881,29.9062,83.2139,79.6376,57.048,80.3802,80.0854,59.8486,61.4727,34.6338,79.9972,76.2031,55.7957,38.959,40.5536,39.3967,50.0923,24.5217,134.2214,70.7752,48.6067,33.9394,14.3419,44.0503,69.8378,33.8919,81.725,67.8294,48.259,35.1157,79.7722,78.29,97.8478,72.9411,121.4533,101.4457,70.8289,56.6668,145.7225,75.439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,True,False,False,False,False
65.8854,92.572,66.093,61.3364,60.8587,99.0807,0,0,56.657000000000004,18.21139086304688,,,65.32663333333333,12.44444820485563,65.82068571428572,14.249353626326226,92.70664000000001,21.462121255085652,-7.028633333333334,-0.11085999999999956,0.03436000000000021,39.5307,54.6881,29.9062,59.2943,79.6376,57.048,80.3802,80.0854,29.1312,61.4727,34.6338,79.9972,76.2031,55.7957,38.959,40.5536,32.3191,50.0923,24.5217,134.2214,70.7752,48.6067,33.9394,14.3419,29.642,69.8378,33.8919,81.725,67.8294,48.259,35.1157,79.7722,69.8453,97.8478,72.9411,121.4533,101.4457,70.8289,56.6668,145.7225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,True,False,False,False,False,False,False
34.2944,58.6949,44.0598,38.2853,53.3923,54.6358,0,0,58.83767,17.83968526653429,,,77.16796666666666,16.775745763552056,72.69515714285716,13.822762008351468,92.23364000000001,21.246349223290085,11.841333333333333,2.4973199999999993,2.1806700000000006,65.8854,39.5307,54.6881,92.572,59.2943,79.6376,57.048,80.3802,66.093,29.1312,61.4727,34.6338,79.9972,76.2031,55.7957,38.959,61.3364,32.3191,50.0923,24.5217,134.2214,70.7752,48.6067,33.9394,60.8587,29.642,69.8378,33.8919,81.725,67.8294,48.259,35.1157,99.0807,69.8453,97.8478,72.9411,121.4533,101.4457,70.8289,56.6668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,False,False
58.7916,85.8064,70.3068,64.8172,78.3984,81.4547,0,0,55.73190000000001,19.228929492419624,,,70.18706666666665,19.3882374222964,72.53034285714287,14.007114386608139,78.87014,19.186732409219648,-6.980900000000003,-4.337060000000001,-3.105769999999999,34.2944,65.8854,39.5307,58.6949,92.572,59.2943,79.6376,57.048,44.0598,66.093,29.1312,61.4727,34.6338,79.9972,76.2031,55.7957,38.2853,61.3364,32.3191,50.0923,24.5217,134.2214,70.7752,48.6067,53.3923,60.8587,29.642,69.8378,33.8919,81.725,67.8294,48.259,54.6358,99.0807,69.8453,97.8478,72.9411,121.4533,101.4457,70.8289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,True,False,False,False,False,False,False
35.4986,56.1926,40.7029,51.3089,50.4862,90.7584,0,0,55.07236,18.972367165561856,59.24404333333334,16.640851442318056,79.02443333333332,17.927932954006014,73.34762857142857,14.672506227035033,80.57286,18.904714757514842,8.837366666666666,5.751679999999999,-0.6595399999999998,58.7916,34.2944,65.8854,85.8064,58.6949,92.572,59.2943,79.6376,70.3068,44.0598,66.093,29.1312,61.4727,34.6338,79.9972,76.2031,64.8172,38.2853,61.3364,32.3191,50.0923,24.5217,134.2214,70.7752,78.3984,53.3923,60.8587,29.642,69.8378,33.8919,81.725,67.8294,81.4547,54.6358,99.0807,69.8453,97.8478,72.9411,121.4533,101.4457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,True,False,False,False
61.9771,91.207,54.5568,90.6568,80.0149,111.617,0,0,54.64475,19.398859126605608,58.95282333333333,16.985446704990057,66.89796666666665,16.42291127246732,69.89225714285715,15.56146649214628,79.15498,17.498733631808886,-12.126466666666667,-4.689000000000002,-0.42760999999999993,35.4986,58.7916,34.2944,56.1926,85.8064,58.6949,92.572,59.2943,40.7029,70.3068,44.0598,66.093,29.1312,61.4727,34.6338,79.9972,51.3089,64.8172,38.2853,61.3364,32.3191,50.0923,24.5217,134.2214,50.4862,78.3984,53.3923,60.8587,29.642,69.8378,33.8919,81.725,90.7584,81.4547,54.6358,99.0807,69.8453,97.8478,72.9411,121.4533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,True,False,False,False,False
49.7201,74.7619,84.2926,20.5127,30.5892,39.0806,0,0,54.56229999999999,19.362055656762184,58.99182,16.991192959688835,77.73533333333332,18.850958588181523,74.7721142857143,16.20497720706294,87.50932,21.464856926310958,10.837366666666666,6.382539999999999,-0.08245000000000005,61.9771,35.4986,58.7916,91.207,56.1926,85.8064,58.6949,92.572,54.5568,40.7029,70.3068,44.0598,66.093,29.1312,61.4727,34.6338,90.6568,51.3089,64.8172,38.2853,61.3364,32.3191,50.0923,24.5217,80.0149,50.4862,78.3984,53.3923,60.8587,29.642,69.8378,33.8919,111.617,90.7584,81.4547,54.6358,99.0807,69.8453,97.8478,72.9411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,True,False,False,False
76.7593,101.1111,110.3902,44.3022,56.5875,66.1786,0,0,51.350609999999996,16.8337983681277,58.01490666666667,16.638368658096045,74.05383333333332,17.517935684415978,74.07558571428571,16.06517354625929,75.5093,28.87214062552342,-3.6814999999999998,-3.5620200000000013,-3.21169,49.7201,61.9771,35.4986,74.7619,91.207,56.1926,85.8064,58.6949,84.2926,54.5568,40.7029,70.3068,44.0598,66.093,29.1312,61.4727,20.5127,90.6568,51.3089,64.8172,38.2853,61.3364,32.3191,50.0923,30.5892,80.0149,50.4862,78.3984,53.3923,60.8587,29.642,69.8378,39.0806,111.617,90.7584,81.4547,54.6358,99.0807,69.8453,97.8478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,True,False,False,False,False
54.5909,45.5245,54.075,39.4688,39.5878,40.2727,0,0,50.70515,15.551195021123009,57.91634333333333,16.513671184447677,89.02666666666664,13.309225193200959,80.04941428571429,17.37414284287897,77.81786,27.19886822586557,14.972833333333332,8.483239999999999,-0.6454599999999999,76.7593,49.7201,61.9771,101.1111,74.7619,91.207,56.1926,85.8064,110.3902,84.2926,54.5568,40.7029,70.3068,44.0598,66.093,29.1312,44.3022,20.5127,90.6568,51.3089,64.8172,38.2853,61.3364,32.3191,56.5875,30.5892,80.0149,50.4862,78.3984,53.3923,60.8587,29.642,66.1786,39.0806,111.617,90.7584,81.4547,54.6358,99.0807,69.8453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,True
70.4435,62.5414,66.9062,54.6478,54.0914,55.86,0,0,53.17362000000001,13.736109306075187,58.40307,16.178853991684377,73.79916666666666,27.805802748587116,73.32834285714286,20.534970102149924,69.58145999999999,31.687279547603953,-15.227499999999997,-8.056379999999999,2.46847,54.5909,76.7593,49.7201,45.5245,101.1111,74.7619,91.207,56.1926,54.075,110.3902,84.2926,54.5568,40.7029,70.3068,44.0598,66.093,39.4688,44.3022,20.5127,90.6568,51.3089,64.8172,38.2853,61.3364,39.5878,56.5875,30.5892,80.0149,50.4862,78.3984,53.3923,60.8587,40.2727,66.1786,39.0806,111.617,90.7584,81.4547,54.6358,99.0807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,True,False,False,False
