Temperature,Pressure,VibrationX,VibrationY,VibrationZ,Frequency,flag_high_values,Temperature_RollMean_10,Temperature_RollStd_10,Temperature_RollMean_30,Temperature_RollStd_30,Pressure_RollMean_3,Pressure_RollStd_3,Pressure_RollMean_7,Pressure_RollStd_7,Frequency_RollMean_5,Frequency_RollStd_5,Pressure_Slope_3,Pressure_Slope_5,Temperature_Slope_10,Temperature_Lag1,Temperature_Lag2,Temperature_Lag3,Pressure_Lag1,Pressure_Lag2,Pressure_Lag3,Pressure_Lag4,Pressure_Lag5,VibrationX_Lag1,VibrationX_Lag2,VibrationX_Lag3,VibrationX_Lag4,VibrationX_Lag5,VibrationX_Lag6,VibrationX_Lag7,VibrationX_Lag8,VibrationY_Lag1,VibrationY_Lag2,VibrationY_Lag3,VibrationY_Lag4,VibrationY_Lag5,VibrationY_Lag6,VibrationY_Lag7,VibrationY_Lag8,VibrationZ_Lag1,VibrationZ_Lag2,VibrationZ_Lag3,VibrationZ_Lag4,VibrationZ_Lag5,VibrationZ_Lag6,VibrationZ_Lag7,VibrationZ_Lag8,Frequency_Lag1,Frequency_Lag2,Frequency_Lag3,Frequency_Lag4,Frequency_Lag5,Frequency_Lag6,Frequency_Lag7,Frequency_Lag8,Target_Lag1,Target_Lag2,Target_Lag3,Target_Lag4,Target_Lag5,Target_Lag6,Target_Lag7,Target_Lag8,Target_Lag9,Target_Lag10,Preset_1_2,Preset_1_3,Preset_2_2,Preset_2_3,Preset_2_4,Preset_2_5,Preset_2_6,Preset_2_7,Preset_2_8
51.962,45.5206,51.8881,59.0708,49.6356,65.782,0,81.75907,36.24172404462528,69.17466,26.060258387260028,58.39413333333331,16.563986730654875,74.86854285714286,29.995696603449318,41.57678,20.327593984335728,-3.7697000000000003,-11.859599999999997,9.60918,166.3615,99.505,54.4163,74.6734,58.9496,41.5594,85.9825,54.4058,79.646,69.502,49.9346,71.6355,45.9333,103.4331,45.3719,61.0684,40.8883,85.262,66.944,85.9516,55.9059,61.5814,38.923,75.8279,44.4261,105.34,85.6557,78.4226,53.3331,103.7789,43.7584,59.3203,62.718,60.0701,41.3876,28.4072,15.301,19.5354,59.6015,103.079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,True,False,False,False,False
68.9103,74.6291,59.0163,97.7365,59.7519,106.1178,0,80.87938,36.90872036545163,68.45834666666669,26.2334131270991,59.714533333333314,14.591445412066305,70.72324285714286,31.98791072857858,51.67298000000001,16.11407845028695,1.3204000000000018,-1.7770399999999995,-0.8796899999999994,51.962,166.3615,99.505,45.5206,74.6734,58.9496,41.5594,85.9825,51.8881,79.646,69.502,49.9346,71.6355,45.9333,103.4331,45.3719,59.0708,40.8883,85.262,66.944,85.9516,55.9059,61.5814,38.923,49.6356,44.4261,105.34,85.6557,78.4226,53.3331,103.7789,43.7584,65.782,62.718,60.0701,41.3876,28.4072,15.301,19.5354,59.6015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,True,False,False,False
43.755,50.9,91.6481,23.3519,87.0847,10.8615,0,79.85242000000001,37.10361906052343,68.94298,26.098143849051624,64.94103333333332,16.818603204883317,62.24577142857144,16.58921477935891,67.2151,23.737146693315996,5.226499999999999,-2.2706800000000014,-1.0269599999999997,68.9103,51.962,166.3615,74.6291,45.5206,74.6734,58.9496,41.5594,59.0163,51.8881,79.646,69.502,49.9346,71.6355,45.9333,103.4331,97.7365,59.0708,40.8883,85.262,66.944,85.9516,55.9059,61.5814,59.7519,49.6356,44.4261,105.34,85.6557,78.4226,53.3331,103.7789,106.1178,65.782,62.718,60.0701,41.3876,28.4072,15.301,19.5354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,True,False,False
74.3669,92.8834,131.3622,54.5773,117.5962,21.3028,0,78.79729,38.04878946377625,67.93251666666667,26.476931048589815,57.01656666666664,15.48823695271061,61.74494285714286,16.915071457515126,61.10988,33.82346985832474,-7.924466666666667,1.8681200000000004,-1.0551299999999997,43.755,68.9103,51.962,50.9,74.6291,45.5206,74.6734,58.9496,91.6481,59.0163,51.8881,79.646,69.502,49.9346,71.6355,45.9333,23.3519,97.7365,59.0708,40.8883,85.262,66.944,85.9516,55.9059,87.0847,59.7519,49.6356,44.4261,105.34,85.6557,78.4226,53.3331,10.8615,106.1178,65.782,62.718,60.0701,41.3876,28.4072,15.301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,True,False
40.3506,55.2341,69.1883,43.9347,59.2155,28.3891,0,81.30969,36.68550768447479,68.71607999999999,26.301514164769756,72.80416666666663,21.05111054418061,62.73078571428572,18.672881354558395,53.35642,38.27221648548725,15.787599999999998,6.786759999999999,2.5124000000000004,74.3669,43.755,68.9103,92.8834,50.9,74.6291,45.5206,74.6734,131.3622,91.6481,59.0163,51.8881,79.646,69.502,49.9346,71.6355,54.5773,23.3519,97.7365,59.0708,40.8883,85.262,66.944,85.9516,117.5962,87.0847,59.7519,49.6356,44.4261,105.34,85.6557,78.4226,21.3028,10.8615,106.1178,65.782,62.718,60.0701,41.3876,28.4072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False,False,False,False,False
61.2929,80.1141,95.457,69.7464,85.6461,49.5257,0,78.13539,38.87928211564174,67.37439666666667,26.697967831517534,66.33916666666664,23.089897101185002,64.6843142857143,16.699889196081973,46.49064,39.23991409168733,-6.464999999999999,-3.8878600000000008,-3.1742999999999997,40.3506,74.3669,43.755,55.2341,92.8834,50.9,74.6291,45.5206,69.1883,131.3622,91.6481,59.0163,51.8881,79.646,69.502,49.9346,43.9347,54.5773,23.3519,97.7365,59.0708,40.8883,85.262,66.944,59.2155,117.5962,87.0847,59.7519,49.6356,44.4261,105.34,85.6557,28.3891,21.3028,10.8615,106.1178,65.782,62.718,60.0701,41.3876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,True
60.3668,99.0416,116.5148,69.9855,86.1468,90.3306,0,77.50564,39.11932458676763,68.08894666666667,26.218636510574058,76.07719999999996,19.146536732004016,67.70781428571429,17.390218843114557,43.23938,37.89223202817435,9.738033333333332,6.9186999999999985,-0.6297499999999999,61.2929,40.3506,74.3669,80.1141,55.2341,92.8834,50.9,74.6291,95.457,69.1883,131.3622,91.6481,59.0163,51.8881,79.646,69.502,69.7464,43.9347,54.5773,23.3519,97.7365,59.0708,40.8883,85.262,85.6461,59.2155,117.5962,87.0847,59.7519,49.6356,44.4261,105.34,49.5257,28.3891,21.3028,10.8615,106.1178,65.782,62.718,60.0701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,True,False,False,False,False
33.199,54.9463,40.5506,45.802,39.5696,59.2708,0,72.12872999999999,37.171892431604455,68.07042666666668,26.224068953617586,78.12993333333331,21.971048042442415,71.18898571428572,21.067253933172005,40.081939999999996,31.45363713043377,2.052733333333336,4.882500000000002,-5.3769100000000005,60.3668,61.2929,40.3506,99.0416,80.1141,55.2341,92.8834,50.9,116.5148,95.457,69.1883,131.3622,91.6481,59.0163,51.8881,79.646,69.9855,69.7464,43.9347,54.5773,23.3519,97.7365,59.0708,40.8883,86.1468,85.6461,59.2155,117.5962,87.0847,59.7519,49.6356,44.4261,90.3306,49.5257,28.3891,21.3028,10.8615,106.1178,65.782,62.718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,True,False,False,False,False,False,False
65.9679,85.1847,69.8884,74.6908,70.2141,38.8758,0,70.007,38.86232480316459,67.32034,26.90308379098109,78.03399999999996,22.121120734040108,72.5355142857143,19.3874614523086,49.763799999999996,27.399869178246124,-0.09593333333333239,0.8092600000000004,-2.1217300000000003,33.199,60.3668,61.2929,54.9463,99.0416,80.1141,55.2341,92.8834,40.5506,116.5148,95.457,69.1883,131.3622,91.6481,59.0163,51.8881,45.802,69.9855,69.7464,43.9347,54.5773,23.3519,97.7365,59.0708,39.5696,86.1468,85.6461,59.2155,117.5962,87.0847,59.7519,49.6356,59.2708,90.3306,49.5257,28.3891,21.3028,10.8615,106.1178,65.782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,True,False,False,False,False,False
85.2957,114.8406,80.6576,102.3017,80.7572,50.6091,0,66.65329,37.455501330288165,66.9784,26.851128821284945,79.72419999999998,22.549094565192178,74.04345714285715,19.978920248840137,53.2784,23.71586642492747,1.6902000000000044,-1.5397399999999977,-3.3537099999999995,65.9679,33.199,60.3668,85.1847,54.9463,99.0416,80.1141,55.2341,69.8884,40.5506,116.5148,95.457,69.1883,131.3622,91.6481,59.0163,74.6908,45.802,69.9855,69.7464,43.9347,54.5773,23.3519,97.7365,70.2141,39.5696,86.1468,85.6461,59.2155,117.5962,87.0847,59.7519,38.8758,59.2708,90.3306,49.5257,28.3891,21.3028,10.8615,106.1178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False
55.9765,55.7932,56.2335,84.8479,55.6084,30.9757,0,58.54671,16.244237047741592,68.35194,26.69336338962845,84.9905333333333,29.947622086625053,83.17782857142858,22.134714789496957,57.72239999999999,19.612951773891716,5.266333333333331,11.921299999999999,-8.106580000000001,85.2957,65.9679,33.199,114.8406,85.1847,54.9463,99.0416,80.1141,80.6576,69.8884,40.5506,116.5148,95.457,69.1883,131.3622,91.6481,102.3017,74.6908,45.802,69.9855,69.7464,43.9347,54.5773,23.3519,80.7572,70.2141,39.5696,86.1468,85.6461,59.2155,117.5962,87.0847,50.6091,38.8758,59.2708,90.3306,49.5257,28.3891,21.3028,10.8615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,False,False,False,False,False,False
75.9061,74.2267,75.226,123.8641,94.5476,39.4815,0,58.94816000000001,16.11249717870498,68.21246666666667,26.748512907814856,85.27283333333331,29.52379865978145,77.87922857142858,23.800795590323723,54.0124,23.011144469256678,0.28229999999999933,-4.864179999999999,0.4014499999999998,55.9765,85.2957,65.9679,55.7932,114.8406,85.1847,54.9463,99.0416,56.2335,80.6576,69.8884,40.5506,116.5148,95.457,69.1883,131.3622,84.8479,102.3017,74.6908,45.802,69.9855,69.7464,43.9347,54.5773,55.6084,80.7572,70.2141,39.5696,86.1468,85.6461,59.2155,117.5962,30.9757,50.6091,38.8758,59.2708,90.3306,49.5257,28.3891,21.3028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,True,False,False,False
48.6897,32.1577,54.8633,64.1611,54.4919,20.2747,0,59.64774,16.733022779003935,68.39871666666667,26.7831141251488,81.62016666666663,30.21003763161034,80.59245714285714,21.786368354153257,43.84258,11.102480449746439,-3.6526666666666707,-4.962980000000002,0.6995799999999989,75.9061,55.9765,85.2957,74.2267,55.7932,114.8406,85.1847,54.9463,75.226,56.2335,80.6576,69.8884,40.5506,116.5148,95.457,69.1883,123.8641,84.8479,102.3017,74.6908,45.802,69.9855,69.7464,43.9347,94.5476,55.6084,80.7572,70.2141,39.5696,86.1468,85.6461,59.2155,39.4815,30.9757,50.6091,38.8758,59.2708,90.3306,49.5257,28.3891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,False,True
60.1433,40.7162,62.1431,93.2642,59.6307,56.578,0,60.14121,16.278857424514303,68.49999666666666,26.699743966736776,54.05919999999997,21.088035879379053,73.74154285714287,28.475213679201442,36.04336,11.250956857441137,-27.560966666666662,-4.557720000000001,0.49346999999999996,48.6897,75.9061,55.9765,32.1577,74.2267,55.7932,114.8406,85.1847,54.8633,75.226,56.2335,80.6576,69.8884,40.5506,116.5148,95.457,64.1611,123.8641,84.8479,102.3017,74.6908,45.802,69.9855,69.7464,54.4919,94.5476,55.6084,80.7572,70.2141,39.5696,86.1468,85.6461,20.2747,39.4815,30.9757,50.6091,38.8758,59.2708,90.3306,49.5257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,True
60.6663,56.1726,90.8315,147.1967,90.9785,80.769,0,58.718849999999996,15.500571531129582,68.29674333333334,26.740712221122365,49.0335333333333,22.23361679042147,65.40934285714287,28.371430013240033,39.5838,14.639939100283234,-5.025666666666666,-8.8937,-1.4223599999999998,60.1433,48.6897,75.9061,40.7162,32.1577,74.2267,55.7932,114.8406,62.1431,54.8633,75.226,56.2335,80.6576,69.8884,40.5506,116.5148,93.2642,64.1611,123.8641,84.8479,102.3017,74.6908,45.802,69.9855,59.6307,54.4919,94.5476,55.6084,80.7572,70.2141,39.5696,86.1468,56.578,20.2747,39.4815,30.9757,50.6091,38.8758,59.2708,90.3306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,True,False
46.3286,86.1601,59.9153,30.1127,38.8855,57.9541,0,60.750420000000005,14.09308990217065,66.66483333333333,25.601269963628223,43.015499999999975,12.171439556189645,65.58452857142858,28.299751378513932,45.615779999999994,23.717350256658147,-6.018033333333331,-11.7336,2.03157,60.6663,60.1433,48.6897,56.1726,40.7162,32.1577,74.2267,55.7932,90.8315,62.1431,54.8633,75.226,56.2335,80.6576,69.8884,40.5506,147.1967,93.2642,64.1611,123.8641,84.8479,102.3017,74.6908,45.802,90.9785,59.6307,54.4919,94.5476,55.6084,80.7572,70.2141,39.5696,80.769,56.578,20.2747,39.4815,30.9757,50.6091,38.8758,59.2708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,True,False
65.0658,115.9026,70.6457,38.477,50.2577,67.3272,0,59.25399,14.805547860436125,66.14059,25.858634838960896,61.01629999999997,23.10591015454657,65.72387142857143,28.414512351596578,51.01146,22.5963835463333,18.0008,6.07338,-1.4964300000000001,46.3286,60.6663,60.1433,86.1601,56.1726,40.7162,32.1577,74.2267,59.9153,90.8315,62.1431,54.8633,75.226,56.2335,80.6576,69.8884,30.1127,147.1967,93.2642,64.1611,123.8641,84.8479,102.3017,74.6908,38.8855,90.9785,59.6307,54.4919,94.5476,55.6084,80.7572,70.2141,57.9541,80.769,56.578,20.2747,39.4815,30.9757,50.6091,38.8758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,True,False,False,False,False
75.7467,146.6884,88.5333,58.5583,69.5869,98.0912,0,59.723890000000004,14.918925178402622,65.80771666666666,25.80418215367531,86.07843333333331,29.86508374478987,65.87558571428572,28.72164609949696,56.580600000000004,22.475392042965623,25.062133333333335,8.335180000000003,0.4698999999999998,65.0658,46.3286,60.6663,115.9026,86.1601,56.1726,40.7162,32.1577,70.6457,59.9153,90.8315,62.1431,54.8633,75.226,56.2335,80.6576,38.477,30.1127,147.1967,93.2642,64.1611,123.8641,84.8479,102.3017,50.2577,38.8855,90.9785,59.6307,54.4919,94.5476,55.6084,80.7572,67.3272,57.9541,80.769,56.578,20.2747,39.4815,30.9757,50.6091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,True,False
55.2156,70.5837,39.3126,61.3942,39.7907,38.8442,0,63.978660000000005,12.361674327281658,67.14903666666666,25.21391277205668,116.25036666666665,30.26564853862068,78.86061428571429,41.227776660217245,72.1439,17.42486006428754,30.17193333333333,22.90614,4.254770000000001,75.7467,65.0658,46.3286,146.6884,115.9026,86.1601,56.1726,40.7162,88.5333,70.6457,59.9153,90.8315,62.1431,54.8633,75.226,56.2335,58.5583,38.477,30.1127,147.1967,93.2642,64.1611,123.8641,84.8479,69.5869,50.2577,38.8855,90.9785,59.6307,54.4919,94.5476,55.6084,98.0912,67.3272,57.9541,80.769,56.578,20.2747,39.4815,30.9757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,False,False,False,False,False,False
95.8802,111.139,79.1186,68.907,78.7124,49.487,0,62.90343,12.634045181444254,67.23553666666666,25.166759338343986,111.0582333333333,38.28292382803738,78.34018571428571,41.31891342002377,68.59714,22.462069349416648,-5.192133333333335,5.973499999999999,-1.07523,55.2156,75.7467,65.0658,70.5837,146.6884,115.9026,86.1601,56.1726,39.3126,88.5333,70.6457,59.9153,90.8315,62.1431,54.8633,75.226,61.3942,58.5583,38.477,30.1127,147.1967,93.2642,64.1611,123.8641,39.7907,69.5869,50.2577,38.8855,90.9785,59.6307,54.4919,94.5476,38.8442,98.0912,67.3272,57.9541,80.769,56.578,20.2747,39.4815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,True,False,False
70.5939,50.5908,29.389,96.8396,135.1564,105.5411,0,63.96188000000001,14.949627712480819,68.08922,25.701908439518203,109.47036666666664,38.07977932477173,89.62322857142858,37.18267176220275,62.34074,22.580460624132595,-1.5878666666666703,10.993279999999999,1.0584500000000006,95.8802,55.2156,75.7467,111.139,70.5837,146.6884,115.9026,86.1601,79.1186,39.3126,88.5333,70.6457,59.9153,90.8315,62.1431,54.8633,68.907,61.3942,58.5583,38.477,30.1127,147.1967,93.2642,64.1611,78.7124,39.7907,69.5869,50.2577,38.8855,90.9785,59.6307,54.4919,49.487,38.8442,98.0912,67.3272,57.9541,80.769,56.578,20.2747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,True,False,False
49.6575,39.8495,86.3295,40.0284,65.5175,24.2079,0,65.42362,14.795918641210811,68.41705333333333,25.667885755345512,77.4378333333333,30.85053465700897,91.03388571428573,35.149703265055095,71.85814,29.298604010396176,-32.03253333333333,-7.11386,1.4617400000000003,70.5939,95.8802,55.2156,50.5908,111.139,70.5837,146.6884,115.9026,29.389,79.1186,39.3126,88.5333,70.6457,59.9153,90.8315,62.1431,96.8396,68.907,61.3942,58.5583,38.477,30.1127,147.1967,93.2642,135.1564,78.7124,39.7907,69.5869,50.2577,38.8855,90.9785,59.6307,105.5411,49.487,38.8442,98.0912,67.3272,57.9541,80.769,56.578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,True,False,False,False,False
